,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Services.PhoneService,Services.MultipleLines,Services.InternetService,Services.OnlineSecurity,Services.OnlineBackup,Services.DeviceProtection,Services.TechSupport,Services.StreamingTV,Services.StreamingMovies,predict
14663,id22678,Male,0,Yes,No,27.0663940911,One year,['Yes'],Electronic check,65.6298903848,31.2,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,0.0
14664,id22679,Male,1,No,No,32.7207724348,Two year,['Yes'],Mailed check,55.1325840933,3561.15,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,0.0
14665,id22680,Female,1,No,No,23.753740434,One year,['Yes'],Mailed check,80.8781358061,69.35,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,0.0
14666,id22681,Female,0,No,No,42.0677821803,Month-to-month,['No'],Credit card (automatic),77.7893295949,91.4,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,0.0
14667,id22682,Female,0,No,No,33.1156219702,Month-to-month,['Yes'],Mailed check,72.4180910416,7049.5,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,0.0
14668,id22683,Male,0,Yes,Yes,23.9060205733,Month-to-month,['No'],Electronic check,69.263837199,4299.2,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,0.0
14669,id22684,Female,0,No,No,35.9907279052,Month-to-month,['No'],Credit card (automatic),67.7601273417,201.7,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,0.0
14670,id22685,Female,0,Yes,No,46.8186229763,One year,['No'],Credit card (automatic),78.4579207786,7110.75,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,0.0
14671,id22686,Female,0,Yes,No,45.8863092486,Month-to-month,['Yes'],Bank transfer (automatic),52.0420806182,6873.75,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,0.0
14672,id22687,Male,1,Yes,No,42.2276933197,Month-to-month,['Yes'],Mailed check,101.4562074303,528.35,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,0.0
14673,id22688,Male,1,Yes,Yes,20.5337711192,Two year,['Yes'],Mailed check,43.1968671862,2045.55,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,0.0
14674,id22689,Male,0,Yes,Yes,20.776004371,One year,['Yes'],Electronic check,63.6627843008,70.6,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,0.0
14675,id22690,Male,0,Yes,No,52.7203993779,Two year,['No'],Mailed check,69.9814437098,191.1,No,No,DSL,No,No,Yes,No internet service,No,Yes,0.0
14676,id22691,Female,0,Yes,No,45.3865244468,Month-to-month,['Yes'],Mailed check,52.7165798024,613.95,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,0.0
14677,id22692,Female,1,No,No,53.0458234434,One year,['Yes'],Electronic check,79.6368817556,1042.65,Yes,No,Fiber optic,No,No internet service,No,No,No,No,0.0
14678,id22693,Female,0,No,Yes,19.3143662096,Month-to-month,['Yes'],Credit card (automatic),51.3950347994,3512.9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,0.0
14679,id22694,Male,0,Yes,Yes,35.0895779789,One year,['No'],Credit card (automatic),39.7783926829,75.05,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,0.0
14680,id22695,Female,0,Yes,No,21.5793166271,Two year,['Yes'],Electronic check,59.6684177318,44,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,0.0
14681,id22696,Male,0,Yes,No,30.7571252509,Two year,['Yes'],Credit card (automatic),71.4194792435,403.15,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,0.0
14682,id22697,Female,0,No,Yes,23.8785371561,Month-to-month,['No'],Mailed check,44.8013835697,1122.4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,0.0
14683,id22698,Female,0,Yes,No,39.651339316,Month-to-month,['Yes'],Electronic check,48.290821961,3946.9,No,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,0.0
14684,id22700,Male,0,No,No,38.1507909862,One year,['Yes'],Credit card (automatic),87.7959745153,3810.8,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,0.0
14685,id22701,Male,0,Yes,No,45.5522780689,Two year,['No'],Credit card (automatic),90.3869683888,797.1,No,Yes,No,Yes,Yes,No,No,Yes,No,0.0
14686,id22702,Male,0,No,Yes,31.3560054391,Month-to-month,['Yes'],Credit card (automatic),62.5265935232,4273.45,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,0.0
14687,id22703,Female,0,No,No,18.3170076274,Two year,['No'],Credit card (automatic),103.225773404,5480.25,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,0.0
14688,id22705,Male,0,Yes,No,36.9179810281,Month-to-month,['No'],Mailed check,78.5562621504,1797.75,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,0.0
14689,id22706,Male,0,Yes,No,45.7923744256,Month-to-month,['Yes'],Electronic check,95.5366533011,2613.4,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,0.0
14690,id22707,Male,0,No,No,24.8110329706,Month-to-month,['Yes'],Bank transfer (automatic),66.7704783739,149.05,Yes,No,No,No,No,Yes,No,Yes,Yes,0.0
14691,id22708,Female,1,Yes,No,46.8901867207,Month-to-month,['No'],Mailed check,82.4647398149,2068.55,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,0.0
14692,id22709,Female,0,No,No,43.5540034768,Month-to-month,['No'],Electronic check,50.8829812183,4908.25,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,0.0
14693,id22710,Female,0,Yes,No,62.0156641259,Two year,['No'],Mailed check,42.7881375856,2780.6,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,0.0
14694,id22711,Female,0,No,No,37.8644515547,Two year,['Yes'],Electronic check,59.1420429411,3883.3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,0.0
14695,id22712,Male,1,No,No,17.200636967,One year,['Yes'],Electronic check,87.7549216214,5376.4,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No internet service,0.0
14696,id22713,Female,0,Yes,No,35.3191259216,Month-to-month,['No'],Bank transfer (automatic),52.360096023,607.7,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,0.0
14697,id22714,Male,0,Yes,No,28.0884719671,One year,['Yes'],Credit card (automatic),71.3443366887,223.45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0.0
14698,id22715,Female,0,Yes,No,22.4255458551,One year,['No'],Electronic check,63.7289822927,6697.35,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No,0.0
14699,id22716,Female,0,Yes,Yes,30.3521398895,One year,['Yes'],Mailed check,47.1348935429,808.95,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,0.0
14700,id22717,Female,0,Yes,Yes,45.9867100588,One year,['Yes'],Credit card (automatic),59.7376913835,1099.6,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,0.0
14701,id22718,Male,0,Yes,No,3.7913647106,One year,['No'],Electronic check,97.9387820977,7251.7,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0.0
14702,id22720,Female,0,No,Yes,32.0869707531,One year,['Yes'],Electronic check,53.605817387,3846.35,Yes,No,No,No,No,No,No internet service,No,No internet service,0.0
14703,id22722,Male,0,No,No,27.775987784,Two year,['Yes'],Mailed check,65.0538709344,3474.45,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No internet service,0.0
14704,id22723,Male,1,Yes,Yes,14.4336301319,Two year,['Yes'],Electronic check,60.57143935,3990.6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0.0
14705,id22724,Female,0,Yes,Yes,25.5182239439,Month-to-month,['Yes'],Electronic check,74.5425800087,918.75,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,0.0
14706,id22725,Female,1,Yes,No,41.6017002431,One year,['Yes'],Bank transfer (automatic),58.3165383668,5459.2,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,0.0
14707,id22726,Female,0,No,No,21.0257628063,Month-to-month,['No'],Electronic check,39.7804550868,157.75,Yes,No,No,No internet service,No,No,Yes,No internet service,Yes,0.0
14708,id22727,Male,0,Yes,Yes,47.2735743884,Month-to-month,['No'],Electronic check,75.3640330671,1337.45,Yes,No,DSL,No,No,No,No internet service,No internet service,No internet service,0.0
14709,id22728,Female,0,Yes,No,17.6541397289,One year,['No'],Electronic check,57.5209682073,631.85,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,0.0
14710,id22729,Male,1,Yes,No,17.6501183517,One year,['Yes'],Credit card (automatic),57.3873987446,79.5,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,0.0
14711,id22730,Male,0,No,Yes,33.4842426429,Month-to-month,['No'],Credit card (automatic),33.7365996425,2467.75,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,0.0
14712,id22731,Male,0,No,Yes,14.5181032887,Month-to-month,['Yes'],Mailed check,39.3485613559,1322.55,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,0.0
14713,id22732,Male,0,No,Yes,41.0566516408,Month-to-month,['Yes'],Bank transfer (automatic),77.9931461152,2686.05,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,0.0
14714,id22733,Male,0,No,No,24.0284033968,One year,['Yes'],Mailed check,33.784179662,742.9,No,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,0.0
14715,id22734,Male,0,Yes,No,37.7236079862,Month-to-month,['Yes'],Credit card (automatic),73.9767301694,1390.85,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0.0
14716,id22735,Female,0,No,No,37.3950842509,Two year,['No'],Electronic check,49.4084548539,44.7,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,0.0
14717,id22737,Female,0,Yes,No,26.8592538675,Two year,['Yes'],Bank transfer (automatic),84.9630545428,1730.65,Yes,No,Fiber optic,Yes,No,No,No,No,No,0.0
14718,id22738,Female,1,No,No,41.7843512239,One year,['No'],Credit card (automatic),64.5087506276,1955.4,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,0.0
14719,id22739,Female,0,No,Yes,24.869667879,Two year,['Yes'],Electronic check,74.6049945557,5714.2,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,0.0
14720,id22740,Female,0,No,Yes,28.3909623563,Month-to-month,['Yes'],Mailed check,99.8698528745,505.95,Yes,No,No,No internet service,Yes,No,Yes,Yes,No,0.0
14721,id22741,Male,0,No,No,39.0055287739,Month-to-month,['No'],Mailed check,73.6436242648,60.15,No,No,DSL,Yes,No,No,No,No,Yes,0.0
14722,id22742,Female,0,Yes,No,52.1235798826,Two year,['Yes'],Electronic check,37.2180782759,1077.05,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,0.0
14723,id22743,Female,0,No,No,23.9402961896,Month-to-month,['No'],Electronic check,50.1990212281,107.05,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,0.0
14724,id22744,Female,0,No,Yes,25.3502380368,One year,['No'],Mailed check,63.5150824185,780.5,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,0.0
14725,id22745,Female,1,Yes,No,48.6011592103,Month-to-month,['No'],Bank transfer (automatic),88.0718624842,1265.65,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,0.0
14726,id22746,Male,0,No,No,28.5876457304,Month-to-month,['No'],Electronic check,61.2710755761,1505.9,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,0.0
14727,id22747,Male,0,Yes,No,26.5100118824,One year,['Yes'],Credit card (automatic),26.3219290185,2722.2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,0.0
14728,id22748,Female,0,Yes,Yes,24.2840497942,Two year,['Yes'],Electronic check,70.5750659393,6096.9,Yes,No phone service,No,Yes,Yes,No,No,No internet service,Yes,0.0
14729,id22749,Male,0,Yes,No,0.0,Two year,['Yes'],Credit card (automatic),52.0107491102,1851.45,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,0.0
14730,id22750,Male,1,No,No,39.7551141981,Month-to-month,['Yes'],Electronic check,39.3007466295,2028.8,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,0.0
14731,id22751,Female,0,No,Yes,39.5410769648,One year,['Yes'],Credit card (automatic),60.4074360653,4138.7,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,0.0
14732,id22753,Male,0,No,Yes,27.7372368854,Month-to-month,['No'],Credit card (automatic),33.5355092908,1836.9,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0
14733,id22754,Female,0,No,Yes,53.4669542939,Month-to-month,['No'],Electronic check,80.480253091,1010,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,0.0
14734,id22755,Female,0,No,No,38.1934531503,Month-to-month,['Yes'],Credit card (automatic),63.1730838301,3561.15,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,0.0
14735,id22757,Male,0,Yes,No,14.4224705302,One year,['Yes'],Electronic check,78.8394185671,7348.8,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,0.0
14736,id22758,Male,0,No,Yes,44.3418947382,Month-to-month,['Yes'],Credit card (automatic),48.2754096415,3707.6,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,0.0
14737,id22759,Female,0,No,No,25.4806282331,Month-to-month,['Yes'],Bank transfer (automatic),83.4574037619,3008.15,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No internet service,0.0
14738,id22760,Female,0,No,No,10.8962751168,Two year,['No'],Electronic check,69.6256253067,452.8,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,0.0
14739,id22761,Female,0,Yes,Yes,53.4028936368,Month-to-month,['Yes'],Bank transfer (automatic),44.7216739481,1468.9,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,0.0
14740,id22762,Male,0,Yes,Yes,39.7768620073,One year,['Yes'],Mailed check,76.6245167816,151.65,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,0.0
14741,id22763,Male,0,Yes,No,27.2581485111,Month-to-month,['Yes'],Bank transfer (automatic),68.1672902979,2560.1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.0
14742,id22764,Male,0,No,No,35.9541807082,One year,['Yes'],Bank transfer (automatic),83.5593140988,106.9,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,0.0
14743,id22765,Male,0,Yes,Yes,23.5346590101,Month-to-month,['Yes'],Electronic check,54.3502594546,146.3,Yes,Yes,No,No,No,Yes,Yes,No internet service,Yes,0.0
14744,id22766,Female,0,No,No,27.8672287916,Month-to-month,['Yes'],Electronic check,61.4324986354,1559.25,Yes,No phone service,No,No,No internet service,No,No,No,Yes,0.0
14745,id22767,Male,0,Yes,No,50.5088061663,Two year,['Yes'],Electronic check,64.5866388962,504.2,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,0.0
14746,id22769,Female,0,No,No,33.8394464643,Month-to-month,['Yes'],Electronic check,45.5549120365,4627.65,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,0.0
14747,id22770,Female,1,No,Yes,33.7132967,One year,['No'],Credit card (automatic),45.283704104,1375.4,No,No phone service,DSL,Yes,No,No,No internet service,No internet service,Yes,0.0
14748,id22771,Female,0,No,Yes,18.7191091456,One year,['No'],Bank transfer (automatic),33.2884374538,2283.3,No,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,0.0
14749,id22772,Male,1,Yes,No,39.050022724,Two year,['Yes'],Electronic check,73.4702913923,95.45,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,0.0
14750,id22773,Male,0,Yes,No,39.4706629807,Month-to-month,['Yes'],Bank transfer (automatic),79.8382480138,6689,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,0.0
14751,id22774,Female,0,Yes,No,40.1539124596,Two year,['No'],Electronic check,63.9608043127,3303.05,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,0.0
14752,id22775,Male,0,Yes,No,37.0709618713,Month-to-month,['Yes'],Electronic check,64.9669360607,1412.4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,0.0
14753,id22776,Male,1,No,Yes,31.8423021716,Month-to-month,['Yes'],Mailed check,76.1018766376,1797.75,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,0.0
14754,id22777,Male,0,No,Yes,16.9212945128,Month-to-month,['Yes'],Bank transfer (automatic),48.7674597894,474.9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.0
14755,id22778,Female,1,Yes,Yes,32.6676198877,Month-to-month,['Yes'],Electronic check,76.0835449176,1135.7,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,0.0
14756,id22779,Male,0,No,No,35.9299079651,Month-to-month,['Yes'],Electronic check,71.1907398988,4264.6,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,0.0
14757,id22780,Female,0,Yes,No,30.1447384636,One year,['Yes'],Mailed check,58.3054134007,3297,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.0
14758,id22781,Female,0,No,Yes,36.3837181078,Month-to-month,['No'],Electronic check,82.7285889125,1901,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,0.0
14759,id22782,Male,0,No,No,28.1556553912,Two year,['Yes'],Electronic check,74.2303120141,3838.2,Yes,Yes,DSL,No,No,No,No,No,Yes,0.0
14760,id22783,Female,1,Yes,No,19.8187859604,One year,['Yes'],Electronic check,42.7073331446,3462.1,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,0.0
14761,id22784,Male,0,No,No,36.8988118335,Month-to-month,['Yes'],Electronic check,83.1074516246,1267.05,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,0.0
14762,id22785,Female,0,Yes,No,36.0703118966,Month-to-month,['No'],Credit card (automatic),59.1794508249,1132.35,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,0.0
14763,id22786,Male,0,No,Yes,32.3064734206,Two year,['Yes'],Credit card (automatic),47.1971124406,5034.05,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,0.0
14764,id22787,Male,0,Yes,No,69.3987886501,Month-to-month,['Yes'],Mailed check,35.269535911,641.35,Yes,No,DSL,No,Yes,No,Yes,No,No,0.0
14765,id22788,Male,0,Yes,Yes,25.5453274118,One year,['Yes'],Mailed check,87.7284284926,476.8,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,0.0
14766,id22789,Female,1,Yes,Yes,25.2524990642,Two year,['Yes'],Credit card (automatic),75.5554501121,602.55,Yes,No,DSL,No,Yes,No,No,Yes,Yes,0.0
14767,id22790,Male,0,No,Yes,45.7752667788,Month-to-month,['Yes'],Mailed check,27.9739416833,220.65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.0
14768,id22791,Male,0,Yes,No,50.392639176,One year,['No'],Electronic check,78.7799446514,5720.35,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,0.0
14769,id22792,Female,1,Yes,No,43.6679078657,Two year,['Yes'],Credit card (automatic),49.2378628871,849.1,No,No,DSL,Yes,No,No internet service,No,No internet service,Yes,0.0
14770,id22793,Female,0,Yes,No,39.7706462632,Two year,['No'],Electronic check,81.6059689925,245.15,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,0.0
14771,id22794,Female,0,No,No,10.9473648114,Month-to-month,['Yes'],Electronic check,45.2529658713,6903.1,Yes,No phone service,No,No,Yes,No,Yes,No,No,0.0
14772,id22795,Female,0,Yes,No,42.6145254829,One year,['No'],Electronic check,78.113614661,903.7,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,0.0
14773,id22796,Female,0,No,No,14.9393828124,Month-to-month,['Yes'],Credit card (automatic),82.6704981124,3870.3,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,Yes,0.0
14774,id22797,Female,0,No,Yes,44.4083896571,Month-to-month,['No'],Bank transfer (automatic),75.9597188377,2001,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,0.0
14775,id22798,Male,0,No,No,45.8125950624,Month-to-month,['Yes'],Mailed check,54.8149072505,6929.4,Yes,No,DSL,Yes,No,Yes,No,No,Yes,0.0
14776,id22799,Female,1,Yes,No,46.205493033,Month-to-month,['Yes'],Electronic check,50.4742863757,1035.5,Yes,No,No,Yes,Yes,No,No,Yes,No internet service,0.0
14777,id22800,Male,0,Yes,No,26.4382490069,Month-to-month,['Yes'],Mailed check,18.25,693.3,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,0.0
14778,id22801,Female,0,No,No,39.9572221662,Month-to-month,['Yes'],Electronic check,26.9443579321,7382.25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,0.0
14779,id22802,Male,0,Yes,Yes,31.6217344277,Month-to-month,['Yes'],Mailed check,68.9633250857,181.1,Yes,No,No,No,No,Yes,No,Yes,No,0.0
14780,id22803,Female,0,No,No,30.6308017994,Month-to-month,['Yes'],Electronic check,53.96457862,2484,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,0.0
14781,id22804,Male,0,No,No,16.7822258241,Month-to-month,['No'],Electronic check,96.1205960863,1859.2,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,0.0
14782,id22805,Female,0,Yes,No,33.0369111495,Two year,['Yes'],Mailed check,46.8154051348,4888.7,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,0.0
14783,id22806,Male,0,No,Yes,32.9352636885,One year,['No'],Electronic check,62.0072596796,283.95,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,0.0
14784,id22807,Male,0,Yes,No,22.7797041351,Two year,['No'],Bank transfer (automatic),64.9623932664,1463.5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,0.0
14785,id22808,Female,1,No,No,54.978284282,Month-to-month,['Yes'],Electronic check,59.8000682766,3838.75,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,0.0
14786,id22809,Female,0,No,No,37.6280483099,Two year,['Yes'],Bank transfer (automatic),52.3297946757,8016.6,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,0.0
14787,id22810,Male,0,No,Yes,34.0527517354,Two year,['Yes'],Electronic check,69.1712716428,1821.95,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,0.0
14788,id22811,Male,0,Yes,No,42.9277069697,Two year,['No'],Electronic check,96.6140583158,1460.65,Yes,Yes,DSL,No,Yes,No,No,No,Yes,0.0
14789,id22812,Female,0,Yes,No,30.7520043958,Two year,['Yes'],Credit card (automatic),50.2032442997,1175.6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,0.0
14790,id22813,Female,0,No,No,24.8357932089,One year,['No'],Mailed check,52.2860884197,5895.45,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,0.0
14791,id22814,Female,0,No,Yes,32.5219857652,Month-to-month,['No'],Electronic check,35.7159100441,6014.85,Yes,No phone service,No,No,No,Yes,No,No internet service,No,0.0
14792,id22815,Female,0,Yes,Yes,22.3248466664,Two year,['No'],Electronic check,68.3261741555,235.2,Yes,No,No,No,Yes,Yes,No,No,Yes,0.0
14793,id22816,Female,0,No,Yes,21.7141327728,Month-to-month,['No'],Credit card (automatic),72.4756166699,3462.1,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,0.0
14794,id22817,Male,0,No,No,32.4267904265,Month-to-month,['Yes'],Mailed check,62.9907414964,45.8,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,0.0
14795,id22818,Female,0,No,No,23.1629406052,Month-to-month,['Yes'],Electronic check,56.0489524443,473.9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,0.0
14796,id22819,Female,0,No,Yes,24.1368010603,Month-to-month,['Yes'],Electronic check,57.6752997532,1067.65,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,0.0
14797,id22820,Male,1,Yes,Yes,13.8252432992,Month-to-month,['Yes'],Electronic check,75.8234934743,93.7,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,1.0
14798,id22821,Male,0,No,No,23.9753211791,Month-to-month,['Yes'],Electronic check,73.5870500498,3475.55,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No,0.0
14799,id22822,Male,0,No,No,29.6548377476,Month-to-month,['Yes'],Credit card (automatic),50.83621265,2907.35,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,0.0
14800,id22823,Female,0,Yes,No,18.8402066515,Month-to-month,['Yes'],Bank transfer (automatic),35.3496740076,927.65,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,0.0
14801,id22824,Male,0,Yes,No,20.8378444135,Month-to-month,['Yes'],Credit card (automatic),44.6946121576,8332.15,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,0.0
14802,id22825,Female,0,No,No,24.925421163,Month-to-month,['Yes'],Credit card (automatic),54.6164762552,7943.45,Yes,No phone service,No,No,No,No internet service,No,Yes,No,0.0
14803,id22826,Female,0,Yes,No,23.6718668403,One year,['Yes'],Electronic check,80.4524114123,214.55,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,0.0
14804,id22827,Male,1,Yes,No,43.3052489349,Two year,['No'],Electronic check,38.6602713813,7713.55,Yes,No phone service,DSL,No,No internet service,No,Yes,No,Yes,0.0
14805,id22828,Male,0,No,No,22.6756871517,Two year,['Yes'],Electronic check,68.1945507081,6425.65,Yes,Yes,No,Yes,No,No internet service,Yes,No,No,0.0
14806,id22829,Male,0,No,No,46.1810436802,Month-to-month,['No'],Credit card (automatic),53.4245395671,684.85,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,0.0
14807,id22830,Male,0,Yes,Yes,37.8361177705,Two year,['Yes'],Bank transfer (automatic),100.3807439674,7133.25,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,0.0
14808,id22831,Female,0,Yes,No,44.0494404753,Month-to-month,['Yes'],Bank transfer (automatic),85.6550191512,294.5,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,0.0
14809,id22832,Male,1,Yes,No,30.3676951977,Month-to-month,['Yes'],Electronic check,34.6592310201,4735.2,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Yes,0.0
14810,id22833,Female,0,No,No,34.0013301383,One year,['Yes'],Mailed check,50.9793644219,1524.85,Yes,Yes,No,No,No,No,No internet service,No,Yes,0.0
14811,id22834,Male,0,No,Yes,18.7441166277,One year,['Yes'],Credit card (automatic),77.8820565032,412.55,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,0.0
14812,id22835,Female,1,Yes,Yes,40.7752482177,Two year,['No'],Bank transfer (automatic),48.7285836601,1973.75,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,0.0
14813,id22836,Male,0,No,No,22.7820115353,One year,['No'],Credit card (automatic),89.5578836965,770.5,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.0
14814,id22837,Male,0,Yes,No,35.1047318256,Month-to-month,['No'],Electronic check,67.371957508,7308.95,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,0.0
14815,id22838,Male,0,No,No,37.8174884129,Month-to-month,['Yes'],Electronic check,69.7276421773,3213.75,Yes,No,No,Yes,Yes,No,No,No,Yes,0.0
